Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
254,9,2017,22000,4,1,0,252,145,52,5.0,7.85
652,0,2013,75000,1,1,0,180,33,27,5.0,6.0
1667,9,2016,43706,4,1,0,210,7,344,5.0,4.0
37,9,2011,42000,1,0,0,103,110,184,5.0,28.75
1583,10,2012,65000,1,1,0,343,14,299,5.0,2.5
1135,4,2015,76128,1,1,0,402,14,299,5.0,5.5
219,8,2010,39852,4,1,0,156,20,350,5.0,1.59
718,9,2017,18673,4,1,0,246,10,316,5.0,6.22
529,8,2016,11583,4,1,0,317,139,252,5.0,2.75
601,2,2007,82000,4,1,2,0,2,371,5.0,1.35
1283,10,2017,50000,1,0,0,221,70,67,5.0,25.0
1003,4,2014,77000,4,1,0,360,144,279,5.0,2.8
170,9,2014,54890,4,1,2,217,12,306,5.0,2.45
473,10,2016,21000,4,0,0,254,12,344,5.0,6.35
78,9,2009,58557,1,0,3,159,64,137,5.0,8.0
1432,1,2014,70000,1,1,0,255,29,22,5.0,8.25
315,9,2017,16000,4,0,0,189,38,28,5.0,5.95
1773,7,2018,8899,1,1,0,85,83,85,7.0,19.92
166,7,2016,83629,1,1,0,391,140,256,5.0,3.15
1829,2,2014,35059,4,0,0,198,52,148,4.0,5.75
271,7,2018,30552,1,0,0,11,120,157,7.0,32.44
634,7,2016,44875,1,0,2,344,39,59,5.0,8.01
309,3,2017,25095,4,1,0,229,9,338,5.0,6.48
941,6,2007,59000,4,1,0,161,137,225,4.0,0.75
437,8,2014,36000,1,1,0,397,37,365,5.0,5.0
924,9,2012,37000,1,1,0,156,74,75,7.0,7.75
330,2,2010,90000,1,1,0,287,26,283,5.0,2.6
241,10,2018,17000,4,1,0,188,36,49,5.0,9.2
750,9,2015,42575,4,1,0,246,10,316,5.0,5.05
1746,5,2012,131000,1,1,0,64,89,0,7.0,9.6
1443,9,2013,74000,1,1,0,296,29,327,5.0,5.5
1763,9,2013,47234,1,1,0,64,89,1,8.0,9.35
419,4,2009,231673,4,1,0,188,36,42,5.0,2.6
965,5,2016,10000,4,1,0,374,144,282,5.0,3.5
1373,7,2016,49389,4,1,0,270,11,279,5.0,4.26
1005,2,2016,12000,4,0,2,360,144,279,5.0,4.25
1305,5,2010,65000,4,1,2,31,50,133,5.0,11.75
299,2,2013,177000,1,1,0,365,37,344,5.0,3.5
643,6,2015,89000,4,1,0,189,42,48,5.0,7.5
720,2,2009,72000,4,0,3,127,25,0,5.0,3.25
1140,2,2012,49000,4,1,0,208,15,333,5.0,4.9
1324,5,2014,51355,1,0,0,123,70,119,5.0,27.0
544,7,2017,13460,4,1,0,246,10,317,5.0,8.91
642,7,2014,35642,4,0,0,189,42,50,5.0,6.69
175,7,2014,52895,1,1,0,201,66,109,5.0,6.02
1678,9,2010,93000,4,1,0,99,52,70,5.0,4.5
950,10,2011,70000,4,1,0,254,144,276,5.0,2.0
1379,8,2012,32048,1,1,0,359,29,268,5.0,2.4
1618,10,2013,4700,4,1,0,390,134,226,4.0,1.2
1134,4,2014,71800,1,1,0,364,14,299,5.0,2.9
822,3,2008,69078,4,1,0,0,146,372,5.278735151413753,40.88
41,0,2016,45000,1,0,0,202,58,142,5.0,27.0
378,2,2016,15388,1,1,0,395,37,365,5.0,7.5
184,9,2004,98798,4,1,0,117,47,14,5.0,1.5
49,5,2016,43000,1,0,0,95,58,122,5.0,39.5
1092,5,2012,85112,1,1,0,362,14,297,5.0,3.39
883,7,2018,37804,1,1,0,139,74,45,7.0,12.4
1034,2,2014,45000,1,1,0,412,14,342,5.0,6.85
1686,10,2011,116000,1,1,2,328,19,68,5.0,5.75
1577,2,2015,100073,1,1,2,384,25,286,5.0,2.0
946,6,2006,165000,4,1,0,161,137,225,4.0,0.9
1817,8,2015,22000,4,1,0,170,11,299,5.0,3.8
536,4,2017,9500,4,0,0,113,67,89,5.0,16.35
1732,5,2012,152000,1,0,0,26,112,118,7.0,16.5
995,3,2019,17705,4,1,0,327,10,324,5.0,8.7
995,9,2016,12000,4,1,0,327,10,324,5.0,6.1
1351,5,2013,51000,1,0,0,369,66,30,5.0,21.94
1333,2,2009,42000,1,0,2,65,113,170,5.0,22.0
961,4,2015,51000,4,1,0,312,144,282,5.0,2.65
1169,7,2017,42527,4,1,0,294,10,315,5.0,5.27
196,8,2014,45000,1,1,0,342,14,299,5.0,2.48
1748,8,2011,70000,1,1,0,56,89,3,8.0,6.0
1731,9,2009,92000,1,1,0,26,112,120,7.0,8.9
85,5,2012,57156,1,0,2,252,64,142,5.0,18.0
1497,3,2016,53211,4,1,0,180,24,69,5.0,11.64
1731,8,2019,80000,1,1,0,26,112,120,7.0,8.99
1798,1,2009,74000,1,0,0,142,54,16,5.0,5.25
724,8,2011,37000,1,1,0,356,25,350,5.0,2.95
1613,9,2013,64000,1,1,2,314,14,346,5.0,2.65
1855,10,2013,57197,4,1,0,128,46,13,5.0,4.0
514,2,2016,55000,1,0,0,211,39,56,5.0,12.5
1093,9,2014,33000,4,1,0,317,10,334,5.0,3.25
399,4,2008,70000,4,1,0,68,65,78,5.0,4.0
924,4,2012,75000,1,1,2,131,74,75,7.0,6.25
1792,6,2016,58095,1,1,0,332,37,26,5.0,5.8
1665,8,2015,7445,4,1,0,210,7,344,5.0,5.0
785,7,2016,17652,1,0,0,60,114,199,5.0,58.73
1684,7,2018,28321,4,0,0,99,52,70,5.0,17.49
950,10,2011,69000,4,1,2,254,144,276,5.0,1.95
356,9,2007,80000,4,0,0,17,79,79,5.0,3.0
748,4,2014,42365,4,1,0,188,10,312,5.0,5.5
1733,4,2013,123000,1,0,0,50,112,116,7.0,16.5
1314,9,2011,40000,4,0,2,33,50,144,5.0,14.5
978,5,2016,30112,1,1,0,409,14,299,5.0,7.79
1059,7,2017,43775,1,1,0,308,14,346,7.0,8.27
188,9,2012,56000,4,1,0,60,46,4,5.0,2.15
465,5,2008,95000,4,0,2,60,53,61,5.0,3.0
141,3,2014,41089,1,0,0,160,64,142,5.0,28.79
1485,9,2011,41988,1,0,0,287,58,72,5.0,5.45
1135,4,2013,72486,1,1,0,364,14,299,5.0,3.95
1867,10,2013,92000,1,0,0,363,61,90,5.0,16.0
1146,4,2013,40000,4,1,0,208,15,333,5.0,4.25
813,1,2014,56000,1,0,0,55,74,146,5.0,34.5
347,9,2008,125000,4,0,3,31,79,132,5.0,2.6
1747,7,2017,29219,1,1,0,64,89,1,8.0,13.48
1738,5,2018,39927,1,1,0,50,112,116,7.0,32.1
470,7,2018,38593,4,1,0,248,12,344,5.0,6.17
423,8,2015,32000,4,1,0,188,36,42,5.0,5.5
1041,5,2017,28226,1,0,0,413,14,294,5.0,9.15
1388,10,2014,95000,1,1,0,331,29,330,5.0,4.5
1747,2,2014,194000,1,1,0,64,89,1,8.0,10.5
391,3,2016,14821,4,1,0,268,11,338,5.0,5.37
1857,1,2012,52000,4,1,0,128,46,13,5.0,5.45
919,9,2016,33000,1,1,0,156,74,75,7.0,9.25
239,2,2016,29200,1,1,0,356,37,368,5.0,7.7
1556,5,2012,99754,1,1,0,216,58,23,5.0,7.99
704,2,2012,49000,4,1,0,291,10,310,5.0,3.0
1748,5,2005,299322,1,1,0,56,89,3,8.0,4.0
1664,3,2018,38310,1,1,0,304,14,344,5.0,6.69
1159,4,2014,56000,1,1,0,354,14,299,5.0,4.25
1514,8,2017,31300,1,0,0,334,37,21,5.0,10.5
1774,3,2019,11241,1,1,0,85,83,85,8.0,22.55
636,10,2014,48000,4,1,2,189,42,48,5.0,5.2
452,3,2019,23882,4,1,0,203,36,41,5.0,11.87
436,5,2014,65000,1,1,0,397,37,365,5.0,6.99
1848,6,2011,50000,1,1,0,299,46,13,5.0,5.0
53,2,2014,25000,1,0,0,42,110,179,5.0,44.0
956,2,2015,21000,4,1,0,351,137,241,5.0,2.79
1614,10,2012,148000,1,1,2,318,14,347,5.0,2.9
519,4,2016,68000,4,1,0,137,42,48,5.0,9.85
1280,1,2014,52000,1,0,0,38,113,173,7.0,49.0
907,6,2016,19000,1,1,0,174,93,16,6.0,9.25
623,9,2011,74000,1,1,2,344,39,58,5.0,3.75
233,3,2017,30279,1,1,0,398,37,369,5.0,7.29
1346,9,2016,20000,1,0,0,306,35,33,4.0,23.5
1081,5,2013,34834,4,1,0,91,137,219,5.0,2.6
910,10,2015,90000,1,1,2,315,29,273,5.0,3.1
1257,3,2016,38730,1,0,0,97,70,165,5.0,29.98
1434,7,2016,57390,1,1,0,255,29,22,5.0,6.73
1134,8,2016,100000,1,1,0,364,14,299,5.0,3.5
1832,8,2011,50000,4,1,0,170,11,296,5.0,2.35
917,3,2017,64961,1,1,0,156,74,75,7.0,16.13
1817,3,2014,72465,4,1,0,170,11,299,5.0,5.9
1093,5,2012,68776,4,1,0,317,10,334,5.0,3.9
183,10,2005,150000,4,1,0,117,46,371,5.0,1.5
1757,4,2012,68000,1,1,0,56,89,3,7.0,6.95
442,4,2015,33000,1,1,0,397,37,365,5.0,7.0
1788,3,2017,22389,4,1,0,188,11,294,5.0,7.23
1113,9,2012,90000,1,1,0,329,14,347,5.0,3.81
1174,2,2012,42000,4,1,3,246,10,333,5.0,4.5
511,10,2017,38767,1,1,0,275,39,56,5.0,12.6
62,1,2015,21000,1,0,0,40,110,184,7.0,48.0
972,3,2010,59136,4,1,0,278,137,239,5.0,2.96
370,8,2014,36000,1,1,0,395,37,365,5.0,3.25
1812,2,2011,95000,1,0,2,236,58,114,5.0,8.5
540,9,2013,51000,1,0,0,271,39,57,5.0,8.75
1211,7,2011,36411,4,1,0,253,144,282,5.0,3.08
803,9,2017,40000,1,0,0,57,67,88,7.0,41.5
449,10,2016,27300,4,1,0,217,36,41,5.0,7.0
1312,7,2011,29813,4,0,2,118,63,138,5.0,11.5
1192,10,2011,71000,4,1,0,298,144,279,5.0,2.6
623,8,2014,32000,1,1,0,344,39,58,5.0,4.3
1063,9,2017,19234,0,1,0,207,21,313,7.0,8.35
1835,6,2017,50510,1,0,0,191,58,77,5.0,24.9
132,10,2011,102000,1,0,0,129,64,128,5.0,13.75
556,8,2014,42277,1,1,0,372,6,298,5.0,3.85
1274,9,2014,46000,1,0,0,65,70,163,5.0,23.25
833,2,2012,35000,1,1,0,84,95,371,7.0,7.0
565,1,2015,50000,4,1,0,253,10,318,5.0,5.75
698,9,2008,62000,4,1,2,291,10,310,5.0,1.65
1804,9,2012,78000,1,1,0,266,58,72,5.0,6.5
1557,2,2011,79000,1,1,0,212,58,71,5.0,7.5
1731,2,2010,135000,1,1,2,26,112,120,7.0,11.0
1215,7,2013,36716,4,1,0,253,1,278,5.0,3.02
528,3,2013,65060,4,1,0,317,139,252,5.0,3.32
391,4,2013,33000,4,1,0,268,11,338,5.0,3.24
958,8,2015,11110,4,1,0,351,137,241,5.0,2.35
833,6,2013,63000,1,1,0,154,95,266,7.0,5.5
449,9,2015,27030,4,1,0,217,36,41,5.0,6.75
1532,9,2015,19600,4,1,0,127,46,12,5.0,6.15
1164,10,2016,27755,4,1,0,339,10,315,5.0,5.45
532,5,2013,20000,4,1,2,317,139,252,5.0,2.3
1145,7,2015,24782,4,1,0,309,10,326,5.0,6.21
1385,3,2014,47303,4,0,0,267,11,305,5.0,5.21
63,4,2008,71000,4,0,0,426,125,188,7.0,11.99
1171,10,2010,135000,1,1,0,217,14,303,5.0,3.1
1659,6,2017,1000,1,1,0,80,74,70,5.0,7.5
1820,8,2016,29000,1,1,0,288,37,347,5.0,4.0
449,7,2016,36367,4,1,0,217,36,41,5.0,7.73
450,1,2015,38000,4,1,0,203,36,41,5.0,7.8
942,5,2011,83969,4,1,0,161,137,225,4.0,1.3
1822,6,2014,82621,1,1,0,288,37,347,5.0,4.42
174,10,2009,89000,1,0,0,48,63,86,7.0,4.0
917,8,2016,54000,1,1,0,156,74,75,7.0,13.0
378,7,2015,61691,1,1,0,395,37,365,5.0,5.38
717,2,2011,32200,4,1,2,188,10,312,5.0,3.25
1186,6,2016,68630,4,0,0,298,144,278,5.0,3.87
1809,9,2014,61000,1,0,2,185,58,70,5.0,8.25
1021,9,2018,32644,4,1,0,307,21,351,5.0,9.28
873,4,2012,85000,1,0,0,35,74,45,7.0,6.25
163,9,2008,75000,4,1,2,136,4,300,5.0,1.15
1036,7,2016,40347,4,1,0,307,21,352,5.0,7.8
724,5,2012,60788,1,1,0,356,25,350,5.0,4.5
472,7,2018,18664,4,1,0,248,12,344,5.0,7.56
917,3,2017,57847,1,1,0,156,74,75,7.0,16.08
716,1,2012,52237,4,1,0,188,10,312,5.0,4.5
633,2,2012,128000,1,1,0,344,39,59,5.0,5.0
692,4,2011,54000,4,1,0,281,2,284,5.0,2.2
1005,1,2014,49800,4,0,0,360,144,279,5.0,4.0
1473,8,2012,98000,1,1,0,310,12,296,5.0,2.51
1160,4,2015,60095,1,1,0,388,14,299,5.0,4.75
703,10,2008,68000,4,1,2,156,2,277,5.0,2.0
698,6,2010,81402,4,1,2,291,10,310,5.0,2.1
260,9,2013,38000,4,0,0,171,38,27,5.0,6.25
1258,7,2011,92239,1,0,2,26,113,170,5.0,10.6
1160,0,2017,49224,1,1,0,388,14,299,5.0,6.0
946,6,2004,12000,4,1,2,161,137,225,4.0,0.45
1157,10,2010,54898,4,1,3,161,15,341,5.0,2.5
519,9,2018,2500,4,1,0,137,42,48,5.0,12.75
130,7,2017,32838,1,0,0,190,64,150,5.0,30.29
340,5,2006,27076,4,1,0,88,16,288,5.0,1.6
258,7,2017,75445,1,1,0,349,37,349,5.0,7.54
1030,7,2015,46601,4,1,0,307,21,351,5.0,6.84
1812,8,2012,72000,1,0,0,236,58,114,5.0,6.0
480,10,2017,27000,1,1,0,408,37,365,5.0,8.0
18,3,2016,68193,1,0,0,194,58,123,5.0,24.74
572,7,2017,34429,1,1,0,372,3,288,5.0,5.5
1280,4,2013,46000,1,0,0,38,113,173,7.0,36.0
1745,3,2013,80544,1,1,0,64,89,1,7.0,11.79
1390,6,2011,42000,4,1,2,184,37,363,5.0,3.0
1483,1,2011,94821,1,0,2,287,58,72,5.0,6.75
159,6,2006,100000,4,1,0,107,26,356,5.0,1.4
497,9,2014,57000,1,1,0,375,37,365,7.0,5.75
1092,5,2010,79894,1,1,0,317,14,296,5.0,3.4
1832,3,2011,44748,4,1,2,170,11,296,5.0,4.89
1402,9,2013,31000,4,1,0,74,46,4,5.0,4.95
948,3,2013,60587,4,0,2,186,144,276,5.0,3.49
1719,10,2011,32000,1,1,0,367,19,371,5.0,3.85
419,10,2014,43772,4,1,0,188,36,42,5.0,6.35
563,3,2017,23576,4,0,0,253,10,318,5.0,7.08
775,5,2017,4000,1,0,0,84,67,128,5.0,38.0
889,8,2012,62000,1,1,0,39,74,45,8.0,6.25
1316,9,2011,36000,4,0,0,33,50,144,5.0,10.15
1548,4,2014,80000,4,0,0,86,52,98,5.0,10.75
176,10,2012,137008,1,0,0,226,63,86,4.0,4.65
889,4,2010,61001,1,1,0,39,74,45,8.0,4.75
637,3,2015,52191,4,1,0,193,42,48,5.0,7.78
721,5,2016,77076,1,1,0,356,25,350,5.0,6.75
431,5,2008,56000,4,0,0,168,36,309,5.0,2.99
694,8,2013,21000,4,1,0,291,10,310,5.0,2.35
367,4,2013,89429,1,1,0,395,37,365,5.0,3.65
1196,4,2012,45631,4,1,2,346,144,279,5.0,2.74
391,6,2013,53959,4,1,0,268,11,338,5.0,3.5
717,7,2014,55804,4,1,0,188,10,312,5.0,4.76
1845,7,2016,25899,4,1,0,128,46,8,5.0,6.2
1507,10,2008,82000,1,1,2,248,54,275,5.0,2.35
1261,9,2014,52000,1,0,0,65,70,167,5.0,24.5
1447,10,2013,20000,4,1,0,74,46,6,5.0,6.0
533,5,2017,31829,4,1,0,317,139,252,5.0,3.65
1165,3,2016,18094,4,1,2,246,10,333,5.0,6.26
1376,6,2011,80000,1,1,2,271,29,371,5.0,2.1
55,9,2015,11964,1,0,0,73,110,184,5.0,32.95
718,3,2018,22684,4,1,0,246,10,316,5.0,7.8
391,1,2014,43521,4,1,0,268,11,338,5.0,4.25
1146,7,2014,49386,4,1,0,208,15,333,5.0,4.86
558,4,2017,12248,4,1,0,253,10,317,5.0,4.9
937,3,2014,67771,1,1,0,30,93,30,8.0,7.06
1829,4,2015,60007,4,0,0,198,52,148,4.0,4.5
965,3,2011,48624,4,1,0,374,144,282,5.0,3.22
1823,8,2014,30000,1,1,0,340,12,296,5.0,3.25
577,4,2016,81605,4,1,0,253,10,318,5.0,4.53
1322,3,2017,32642,1,0,0,123,70,119,5.0,34.78
639,10,2014,34200,4,0,0,149,42,48,5.0,6.5
228,2,2010,72204,4,1,0,147,5,278,5.0,2.25
1764,10,2011,156347,1,1,2,64,89,0,8.0,8.0
904,7,2017,47357,1,0,0,240,33,0,7.0,8.37
1820,3,2015,61738,1,1,0,288,37,347,5.0,5.39
109,7,2018,32586,1,0,0,345,64,150,5.0,37.3
1300,9,2012,51000,1,0,0,33,113,191,5.0,22.25
560,7,2018,10393,4,1,0,253,10,317,5.0,6.03
1548,9,2011,46000,4,0,0,86,52,98,5.0,4.9
708,2,2013,21000,4,0,0,184,10,310,5.0,3.96
724,5,2011,113562,1,1,0,356,25,350,5.0,4.6
889,9,2011,100010,1,1,2,39,74,45,8.0,5.5
394,9,2013,63107,4,1,0,268,11,338,5.0,3.25
715,6,2017,58500,4,1,0,246,10,316,5.0,6.25
273,10,2007,90000,1,1,1,10,94,80,7.0,3.0
652,2,2011,108242,1,1,0,180,33,27,5.0,4.25
1731,10,2011,146300,1,1,0,26,112,120,7.0,12.25
135,10,2011,62943,1,0,2,190,64,142,5.0,10.95
1733,4,2013,65000,1,0,0,50,112,116,7.0,16.5
372,10,2018,1700,4,0,0,254,12,346,5.0,7.8
692,7,2013,34697,4,1,0,281,2,284,5.0,3.7
716,5,2012,58000,4,1,0,188,10,312,5.0,4.0
77,9,2015,32500,1,0,0,272,64,147,5.0,26.75
47,3,2016,58661,1,0,0,134,58,137,5.0,28.03
1169,7,2017,37124,4,1,0,294,10,315,5.0,5.44
985,4,2017,44000,4,0,0,327,10,324,5.0,6.2
503,8,2005,45200,4,1,0,72,34,359,5.0,0.9
1090,9,2016,11000,4,1,0,241,10,334,5.0,3.95
1620,10,2011,65000,4,1,2,397,134,219,4.0,0.44
326,0,2012,55005,1,1,0,287,26,283,5.0,2.75
1812,5,2011,81650,1,0,0,236,58,114,5.0,7.5
221,2,2010,160000,1,1,2,254,14,357,5.0,2.5
930,5,2015,169000,1,1,0,126,88,358,7.0,5.0
1207,5,2013,67263,4,1,0,253,144,282,5.0,3.6
1711,7,2012,44223,4,1,0,211,35,344,5.0,3.99
577,3,2015,36840,4,1,0,253,10,318,5.0,5.64
1764,10,2014,160000,1,1,0,64,89,0,8.0,12.0
1575,8,2008,133000,1,1,0,180,27,265,5.0,0.7
85,9,2015,69123,1,0,0,252,64,142,5.0,19.0
270,4,2017,38000,1,0,0,11,120,156,7.0,30.48
1038,9,2017,5500,4,1,0,330,30,9,5.0,8.2
305,8,2015,1001,1,1,0,396,37,369,5.0,7.55
163,10,2007,59000,4,1,3,136,4,300,5.0,0.99
420,4,2011,78256,4,0,0,180,36,42,5.0,4.15
1396,2,2016,90000,4,1,0,184,37,362,5.0,6.2
1138,8,2016,18000,4,1,0,258,10,333,5.0,4.4
329,8,2012,60000,1,1,0,287,26,283,5.0,2.1
212,6,2011,130000,1,1,0,289,14,303,5.0,2.2
544,3,2018,32851,4,1,0,246,10,317,5.0,8.34
1135,8,2014,32000,1,1,0,364,14,299,5.0,4.35
257,5,2014,62700,1,1,0,349,37,349,5.0,6.8
1137,6,2010,71000,1,1,0,265,14,296,5.0,3.3
577,7,2016,19947,4,1,0,253,10,318,5.0,5.04
269,5,2012,91000,1,0,0,24,108,93,7.0,9.2
1824,5,2014,74000,1,1,0,340,12,296,5.0,5.7
903,7,2018,55594,1,1,0,240,33,0,7.0,8.48
152,5,2013,58000,1,0,0,19,114,208,4.0,48.0
1434,5,2012,110224,1,1,0,255,29,22,5.0,6.1
1196,0,2010,21002,4,1,0,346,144,279,5.0,2.75
1057,10,2017,121000,1,1,0,379,14,342,7.0,8.0
972,6,2010,73513,4,1,0,278,137,239,5.0,1.85
1187,6,2015,34000,4,0,0,298,144,278,5.0,3.85
1051,3,2017,28371,4,1,0,131,9,292,7.0,4.74
1432,7,2013,74755,1,1,0,273,29,22,5.0,5.63
1220,7,2011,25805,4,1,0,232,1,270,5.0,2.62
1447,7,2015,82603,4,1,0,67,46,5,5.0,4.9
464,2,2006,110000,4,1,0,81,53,61,5.0,2.65
924,4,2012,88000,1,1,0,156,74,75,7.0,5.99
911,2,2011,110000,1,1,2,313,29,272,5.0,2.4
1457,4,2017,15000,4,1,0,333,145,278,5.0,4.25
1419,9,2013,70000,1,0,0,133,110,181,5.0,40.0
1124,10,2008,150000,1,1,2,413,14,299,5.0,2.7
205,5,2016,19000,4,1,0,302,11,278,5.0,2.99
714,2,2011,37442,4,1,0,241,10,312,5.0,3.4
105,3,2016,63111,1,0,2,227,64,150,5.0,30.8
1064,9,2012,88000,1,1,0,308,14,347,7.0,5.85
574,6,2014,42355,4,1,0,253,10,318,5.0,4.0
91,3,2011,75871,4,0,0,435,116,189,5.0,14.12
175,9,2011,65000,1,1,0,221,66,109,5.0,4.55
1299,10,2015,69000,1,0,0,0,113,111,5.0,38.0
1088,6,2011,79232,1,1,0,317,14,296,5.0,2.9
1316,10,2007,220000,4,0,2,33,50,144,5.0,6.0
715,7,2016,28470,4,1,0,246,10,316,5.0,6.95
523,8,2014,9759,4,1,0,289,144,284,5.0,2.75
1159,10,2014,75216,1,1,0,354,14,299,5.0,5.1
764,2,2017,8000,4,1,0,246,10,316,5.0,6.75
1098,9,2014,59451,4,1,0,241,10,334,5.0,3.69
1159,5,2013,53996,1,1,0,354,14,299,5.0,5.45
499,7,2018,15135,4,1,0,208,12,344,5.0,9.29
675,2,2015,53000,4,0,2,182,10,317,5.0,4.0
360,8,2013,40000,4,1,0,224,11,335,5.0,2.9
637,10,2013,21107,4,1,0,193,42,48,5.0,5.25
428,9,2014,56000,4,1,0,180,36,37,5.0,5.75
519,3,2017,19623,4,1,0,137,42,48,5.0,13.12
924,7,2014,70963,1,1,0,131,74,75,7.0,7.83
1200,9,2013,25755,0,1,0,403,144,260,5.0,3.15
1759,9,2013,51450,1,1,0,56,89,3,7.0,10.4
1159,10,2012,75000,1,1,0,354,14,299,5.0,4.35
1209,3,2017,37832,4,0,0,346,144,278,5.0,5.23
557,3,2016,43041,4,1,0,253,10,317,5.0,6.01
378,5,2014,97236,1,1,0,395,37,365,5.0,4.4
78,2,2010,83000,1,0,0,159,64,137,5.0,12.75
333,4,2011,65000,4,1,0,143,9,288,5.0,2.4
1791,7,2018,46007,4,1,0,188,11,294,5.0,5.71
259,7,2015,65925,1,1,2,349,37,349,5.0,5.49
411,10,2004,73500,4,1,2,65,18,350,5.0,1.3
921,8,2014,55000,1,1,0,156,74,75,7.0,8.5
1736,4,2012,115000,1,1,0,65,112,116,7.0,12.99
558,8,2017,31184,4,1,0,253,10,317,5.0,5.0
1041,10,2017,41747,1,0,0,413,14,294,5.0,9.0
1159,7,2016,38143,1,1,0,354,14,299,5.0,5.22
1832,10,2012,19030,4,1,0,170,11,296,5.0,3.8
1715,3,2019,20877,4,1,0,229,10,310,5.0,7.27
1165,9,2016,23555,4,1,0,339,10,315,5.0,5.1
1257,1,2013,29000,1,0,0,97,70,165,5.0,29.0
1207,10,2013,61000,4,1,0,253,144,282,5.0,2.9
1621,7,2012,4187,4,1,0,397,134,219,4.0,1.38
1478,1,2011,46000,4,1,0,77,52,99,5.0,5.5
1828,9,2016,28000,4,0,0,198,10,11,5.0,7.25
633,3,2014,83558,1,1,0,344,39,59,5.0,6.98
1560,5,2017,40000,1,1,0,355,14,299,5.0,5.25
526,8,2013,36000,4,1,0,317,139,252,5.0,1.95
8,1,2014,21000,1,0,0,194,58,123,5.0,24.5
1752,7,2013,62162,1,1,0,64,89,0,7.0,8.31
1300,5,2012,83000,1,0,0,33,113,191,5.0,36.0
668,10,2015,58000,1,1,0,377,3,290,5.0,5.5
347,7,2011,62332,4,0,0,31,79,132,5.0,5.89
1840,7,2016,50867,1,1,0,290,37,8,5.0,7.95
771,9,2010,73000,4,1,0,188,10,312,5.0,2.75
539,6,2012,98008,1,1,0,349,39,57,5.0,6.25
329,5,2015,36000,1,1,0,287,26,284,5.0,4.95
715,7,2019,27339,4,1,0,246,10,316,5.0,6.27
631,8,2017,25000,1,1,0,371,39,56,5.0,8.65
564,8,2014,37000,4,1,0,253,10,318,5.0,3.5
48,5,2015,56000,1,0,0,95,58,122,5.0,35.0
1146,8,2015,27000,4,1,0,208,15,333,5.0,4.45
758,8,2012,37000,4,1,0,241,10,312,5.0,2.65
844,8,2017,10500,1,1,0,389,11,308,5.0,4.7
535,0,2014,49000,1,0,0,233,39,56,5.0,8.9
792,9,2017,7000,1,1,0,193,57,119,5.0,17.45
1181,3,2017,71256,1,1,0,376,14,342,5.0,9.58
1681,7,2012,83184,4,1,0,99,52,70,5.0,6.22
924,8,2013,87284,1,1,0,131,74,75,7.0,7.8
137,9,2016,7000,1,0,0,305,64,150,5.0,27.75
760,10,2015,29000,1,1,2,347,25,345,5.0,7.0
1294,3,2017,33552,1,0,0,28,113,190,5.0,64.87
175,1,2013,64000,1,1,2,201,66,109,5.0,6.5
714,6,2011,82000,4,1,2,241,10,312,5.0,2.7
391,9,2012,70000,4,1,2,268,11,338,5.0,2.5
1372,5,2013,166194,1,1,0,265,29,330,7.0,3.9
1834,4,2015,58000,4,1,0,170,11,296,5.0,3.95
706,2,2010,77000,4,1,2,291,10,310,5.0,2.1
176,10,2009,73204,1,0,3,226,63,86,4.0,3.5
691,5,2007,70000,4,1,2,281,2,284,5.0,2.0
1059,4,2014,79870,1,1,0,308,14,346,7.0,5.35
367,4,2013,90000,1,1,0,395,37,365,5.0,3.8
1236,9,2016,17000,4,0,0,142,43,51,5.0,17.25
558,7,2018,46493,4,1,0,253,10,317,5.0,5.53
706,10,2009,68000,4,1,3,291,10,310,5.0,1.95
1125,5,2017,2000,1,1,0,413,14,299,5.0,8.2
411,10,1999,140000,4,1,0,65,18,350,5.0,0.9
1752,10,2013,255000,1,1,3,64,89,1,7.0,6.5
1352,3,2014,45535,1,0,0,369,66,30,5.0,19.41
223,3,2016,39228,4,1,0,147,20,32,5.0,6.58
160,9,2011,57000,4,1,2,107,26,356,5.0,2.1
692,2,2008,85445,4,1,2,281,2,284,5.0,2.0
667,4,2015,54000,1,1,0,377,3,290,5.0,3.7
1005,9,2014,53000,4,0,0,360,144,279,5.0,3.8
704,6,2014,60000,4,1,0,291,10,310,5.0,3.25
1440,3,2015,65668,1,1,0,283,29,327,5.0,5.53
74,0,2011,100000,1,0,2,348,64,150,5.0,10.9
577,8,2018,1800,4,1,0,253,10,318,5.0,5.1
585,5,2007,96000,4,1,2,0,145,371,5.0,2.2
197,10,2009,44200,4,1,2,224,143,265,5.0,1.6
452,0,2018,14000,4,1,0,203,36,41,5.0,11.25
1732,4,2012,73000,1,0,0,26,112,118,7.0,14.4
419,4,2011,68000,4,1,0,188,36,42,5.0,3.6
105,6,2017,19543,1,0,0,227,64,150,5.0,40.5
57,1,2014,38000,1,0,2,95,58,122,5.0,38.95
1088,4,2014,32805,1,1,0,362,14,297,5.0,3.6
1841,7,2016,44782,1,0,0,323,37,8,5.0,7.12
436,7,2016,55700,1,1,0,397,37,365,5.0,7.52
23,4,2012,60000,1,0,2,135,58,76,5.0,10.35
1531,5,2014,56000,4,1,0,127,46,12,5.0,7.0
1731,4,2011,60000,1,1,0,26,112,120,7.0,10.85
